xCoord,yCoord,zCoord,Deformation
-16.8105,-18.201,90.7614,-9.48906e-05
-5.24561,25.4585,-0.0623061,9.36985e-05
25.2717,5.18061,-0.0572096,-0.00121641
13.036,21.323,36.9782,-0.000219345
-14.713,-20.2937,47.0156,0.000162363
12.5243,-22.3849,47.1244,1.71661e-05
24.7715,-5.86781,23.8257,-0.000341773
4.09174,-25.1026,19.7554,0.000312448
10.7847,22.8941,100.208,0.000719786
-24.6516,3.03696,67.2248,0.00020051
-4.00959,24.7733,26.9209,0.000232339
-25.1277,-7.08706,65.9871,0.000358582
-10.6399,22.8561,66.5319,9.15527e-05
-25.234,-4.95636,53.7448,0.000242949
25.3549,-1.97388,81.5454,-0.000648022
24.8396,-4.06916,88.6959,0.000132322
22.3912,-11.2988,45.5911,0.000297785
22.6371,11.5118,63.0007,-0.000270247
21.7669,14.709,14.7487,-0.00197244
20.7264,16.413,54.9832,1.52588e-05
25.2638,-5.04781,82.8957,2.3365e-05
-1.07033,-25.6765,29.9268,-0.000304222
-15.8074,20.0339,6.46211,-0.000452995
-17.4742,19.156,82.3291,-5.8651e-05
-23.9074,-9.82748,15.732,9.38177e-05
-12.7013,22.4323,21.2104,-4.24385e-05
-6.01376,24.2827,5.4915,-0.000489831
25.3504,-1.12759,91.0196,0.000647306
18.1506,-16.907,17.7098,5.79357e-05
1.06832,-25.2534,-8.09951,-0.00155997
-7.9751,24.0422,-1.47905,0.000264287
-23.8241,-6.61583,57.4544,0.000115156
-21.788,12.2275,52.3018,-0.000232935
4.08787,-25.0083,-5.91649,-3.57628e-05
-18.2428,-16.9535,51.2079,7.53403e-05
24.7356,8.9636,87.4515,0.000302315
-10.3642,-22.6884,60.0776,0.000178099
16.113,-18.7397,80.3172,6.52075e-05
11.6594,-22.8052,1.48406,-0.000170946
-10.3846,-22.8165,16.2774,0.000212908
-6.05819,25.0222,45.4796,0.000671864
-4.85492,24.3708,82.8802,-4.05312e-06
11.2987,-22.6316,103.179,0.00174224
-8.76383,23.6885,90.8429,-0.000237942
-21.6957,13.3158,55.7324,-0.000239849
-14.65,20.0089,45.7203,0.000133157
-6.98895,24.7179,3.62319,0.000736237
-1.03578,-25.8984,47.8259,0.000209093
-13.8354,21.2002,103.922,0.00126946
18.8489,17.6105,70.7343,0.00014472
24.3212,1.99742,25.5178,9.39369e-05
-21.3076,13.5211,106.347,0.00146854
-10.7689,-22.915,100.928,-0.000472665
1.00904,25.538,42.2678,6.67572e-06
15.079,-19.2821,68.9136,-3.62396e-05
-21.3566,-14.358,16.415,0.000170231
2.09311,-26.2825,15.5109,3.69549e-05
16.8205,-18.3648,82.561,-0.000162363
25.7628,7.23607,9.24271,0.000316143
5.32374,-25.6344,6.7686,-0.000365973
-25.4023,1.06843,40.5736,-0.000299454
23.1815,-9.48092,91.6255,0.000293016
25.3306,-7.12987,75.2747,0.000424385
3.11606,-25.7209,47.0122,4.43459e-05
19.2879,16.748,18.2075,-0.000553846
9.5041,22.4654,107.11,-0.00314093
-13.9991,-21.0078,54.2409,7.4625e-05
25.0502,2.92996,32.0982,0.000374794
-24.331,1.01111,31.2775,0.000165939
18.9482,17.6858,49.8411,-4.52995e-06
19.4982,18.2914,54.9314,7.65324e-05
1.02858,25.1856,62.2946,0.000444174
-24.8468,-2.9838,46.4247,0.000122786
20.6232,-16.3993,67.4965,0.000136375
-23.3097,-11.8223,87.5752,0.000551105
-6.12551,-25.1814,25.6436,0.000116229
-21.1607,13.9092,-2.25495,0.000793338
25.2495,3.08274,4.20463,0.000107765
2.75093,-25.1657,103.129,-9.05991e-05
18.1234,-16.8483,5.20343,0.000210524
25.8251,-7.1944,80.7526,0.000285864
-17.7064,19.3042,5.71068,0.00017786
-8.78171,23.6549,8.34867,-6.19888e-06
25.35,1.03408,48.5405,0.000192881
-14.9213,-20.4668,78.7416,-0.00011313
22.8775,10.4194,65.272,-0.000249147
-25.7457,-5.83794,93.0541,0.000254154
-8.69369,-23.7375,-6.60005,-0.00184429
-24.5548,3.151,86.5599,4.02927e-05
-1.13223,-25.2764,100.052,0.00114393
18.7417,16.8891,106.948,-0.000101924
-3.01117,24.4697,19.8594,-0.000140905
16.4689,19.3971,9.67078,0.000421762
19.9713,16.0081,32.58,-0.000127792
20.6895,-16.4172,66.5812,-0.000187635
-8.66697,-23.8283,35.6135,0.00019598
-22.7767,12.8454,80.9893,3.02792e-05
-20.3859,-13.7345,24.6882,-0.000232697
-16.5301,19.3146,74.5519,0.000366807
-12.7643,22.5756,21.9268,9.5129e-05
21.8959,-13.5029,61.5884,0.000655651
24.5547,-8.97285,72.9769,0.00028801
22.023,12.5037,-5.15587,-0.000739932
21.8457,12.2246,39.2758,0.000110149
11.215,-22.1354,63.0027,0.000120044
17.5853,19.1569,90.0936,-3.93391e-05
13.9562,-21.0189,80.3014,0.000242949
24.6081,3.00319,46.4346,0.000211954
16.2359,-18.8698,73.1506,3.98159e-05
1.96946,-25.4562,91.6487,0.000258446
22.0444,-13.5817,80.1939,0.000265718
6.94152,24.933,59.2918,0.000116348
-20.1067,-16.1397,0.077037,0.00257659
-19.4386,18.4731,93.8955,0.0001719
6.28755,-25.4145,6.76928,0.000507116
-1.04031,25.2951,52.7856,0.000283718
-18.8098,19.2498,67.4923,-0.000315785
-8.6933,-23.6134,88.1633,1.90735e-05
25.1961,-4.92172,14.6434,9.77516e-05
-0.942194,-25.9778,2.02978,0.000630379
-24.7882,-4.92322,23.4678,-0.000256777
20.2681,15.971,88.7926,-0.000586033
-18.6617,-19.0382,46.7581,-4.8995e-05
-19.604,16.8919,71.6763,-0.000233293
22.4217,-11.3336,58.6089,0.00039947
21.2149,14.3302,26.9255,0.000290394
-25.6443,5.98647,19.6833,4.69685e-05
-24.7111,3.0719,73.7041,0.000109434
-10.1819,-22.5252,45.6219,2.59876e-05
14.0897,-20.9819,2.18142,-0.000302792
4.06853,-25.115,58.6517,0.000464678
24.5864,7.95533,37.0706,-0.000238657
-23.3978,11.8963,15.5518,-0.000210166
-24.6978,2.01151,34.1237,0.000128508
-18.0737,-18.1908,23.8375,-9.64403e-05
13.9601,-20.9616,47.1886,0.00020647
15.7997,-20.0929,77.5147,8.98838e-05
-21.1431,-13.8176,105.072,-0.00228357
21.7378,-14.5996,40.653,0.000122309
-20.756,13.9538,56.3761,0.000257015
-13.5559,20.3202,19.8731,0
7.05132,25.2268,73.1158,-0.000321388
-23.6836,9.766,81.5266,0.000169635
-6.92139,24.9063,62.3035,2.38419e-06
13.6582,-21.9742,1.40423,0.000110865
-19.6066,16.8785,17.0584,-0.000433445
-25.2837,5.07245,60.7122,0.000200033
-21.9123,-12.2845,29.8957,0.000260115
-10.9106,23.3559,6.29593,2.09808e-05
3.10512,-25.0162,19.089,0.000224113
11.3474,-22.6505,101.665,-0.000509858
20.2759,16.0858,59.2926,0.000469446
18.0876,18.2473,64.2596,-5.68628e-05
20.6654,16.5232,8.31698,-0.000161886
25.9453,-0.779934,19.6331,-5.48363e-05
-20.6169,-16.3914,41.1839,1.28746e-05
-12.3191,21.9335,42.7351,0.000336885
25.1635,2.71671,101.502,0.00135159
24.2959,6.97693,-5.84227,0.000129461
6.60364,-24.4118,104.668,0.00206351
-20.591,15.174,76.0112,-6.6638e-05
-24.2855,7.16321,103.319,-0.00137043
-10.8285,23.5746,89.4559,-0.000118971
8.15119,-24.9449,36.9727,-9.01222e-05
24.5773,-6.92698,36.8396,0.000153065
1.04018,-25.6563,26.9097,-0.00032711
-23.9554,-9.87183,34.1626,7.86781e-05
19.849,15.9015,44.7815,-3.48091e-05
-24.6546,5.22091,107.053,0.00147474
-25.4143,-2.91445,82.3774,-2.14577e-06
-5.171,-25.2098,26.3705,1.0252e-05
23.2722,-10.624,33.1662,0.000148535
0.106417,-25.1381,6.98783,0.000163436
-24.6405,-9.04911,15.6965,0.000193834
-10.4049,-22.7043,26.3386,-0.000402689
19.8174,15.918,4.85171,-0.000270605
24.702,-3.89478,26.8678,0.000118375
8.86055,23.9663,64.4947,0.000406027
24.3273,-4.71733,45.4372,0.000129461
-10.9212,23.5888,44.952,0.000383377
1.1467,-25.0217,6.31147,6.65188e-05
15.3015,-19.6443,88.1915,6.17504e-05
-24.4697,1.96034,6.96833,8.78572e-05
-20.5861,16.1278,1.39687,0.000125647
24.4784,2.04391,68.7259,0.000161886
25.7371,7.15709,67.4386,-0.000529528
-2.05015,-25.3128,71.6246,0.000286818
19.0053,17.8711,52.7075,-0.00028944
15.2631,-21.0234,50.0804,0.000542879
24.6182,-4.81342,38.2527,0.000326872
21.8849,12.0708,89.5008,0.000488043
15.8577,19.7075,104.679,0.00116992
20.5933,15.1266,71.5843,-0.000269055
15.1367,-19.4724,93.7589,0.000136614
23.3593,-10.7584,92.0782,0.000359774
22.2525,-12.5677,75.3704,4.86374e-05
-21.9791,-13.5313,21.0559,0.000346303
-22.4389,11.7727,103.334,0.000692129
3.01524,-25.0788,83.7989,0.000402689
2.0731,-26.3266,54.3013,-1.5378e-05
14.0683,21.0166,71.5263,-9.05991e-06
25.9644,0.0179615,74.545,0.000244021
-16.8155,-18.3403,17.3135,-2.2769e-05
-6.7592,-24.3926,-4.47811,0.00217366
0.925608,24.1959,12.0967,1.5974e-05
24.4025,-7.90951,91.419,0.000504375
-9.49418,22.9156,67.256,0.00028038
24.9424,2.99857,36.3085,9.25064e-05
-15.4699,19.4769,33.4664,0.000121593
15.126,-19.2107,9.9978,7.20024e-05
24.9812,4.04446,27.0237,0.000290632
6.89698,24.3069,78.2751,0.000384569
-20.4831,-14.9177,-7.138,0.000514388
-25.3222,-4.97631,27.1939,-0.000485897
-18.2494,17.412,107.037,-0.00067544
-23.6607,10.8533,47.0002,-1.23978e-05
-10.5495,-23.0195,57.1905,0.000119209
-25.9174,3.89938,51.3535,0.000465512
-6.23967,25.2026,6.71633,0.000813246
20.8666,-14.0993,42.8834,0.000269175
17.8133,19.7027,42.5663,-1.26362e-05
5.00618,-24.9906,76.5544,0.000287294
-24.2683,1.15191,89.4186,0.000303745
25.4277,-2.02557,88.7177,-0.00014627
-6.8227,23.9423,57.8243,3.48091e-05
-4.20868,-25.2394,86.0855,0.000148535
25.6746,4.923,51.5528,0.000412226
21.206,-11.8125,32.134,5.126e-05
-3.03318,-25.2791,13.4384,0.000361204
10.7067,-23.3185,78.7792,-5.07832e-05
23.2363,-8.45505,78.139,-0.000109792
-15.8156,-20.1719,44.8105,-6.19888e-05
23.1352,10.6135,25.5701,-4.33922e-05
25.4623,6.09748,5.65843,-0.000761509
-20.9601,14.3817,95.1028,-0.000427246
25.2411,-5.06094,87.1848,0.000174284
-25.9074,-0.674845,88.8939,-0.000113249
12.5557,-22.5017,15.51,-2.6226e-05
23.2332,-11.8484,60.005,0.000176191
0.977452,25.5416,46.963,2.14577e-05
-25.2398,-2.94115,19.926,0.000549793
23.9591,8.77003,24.858,2.75373e-05
-2.09033,-25.4413,29.8628,2.81334e-05
-4.96707,24.5637,43.2959,0.000159264
-21.323,14.3515,75.2688,9.25064e-05
15.9318,-18.7431,57.4247,8.74996e-05
-3.07555,25.8982,14.7009,-4.55379e-05
5.70992,-24.6667,100.15,-0.00136662
25.253,4.97043,86.7356,0.000254393
-25.8839,3.73015,5.41227,1.50204e-05
-18.7973,19.2293,41.5588,-0.000369668
5.24995,-25.8874,67.9427,-3.43323e-05
25.2794,7.04575,25.6141,2.67029e-05
-24.7544,-9.07618,67.3766,0.000486612
7.33736,-25.4088,11.1145,-0.000109434
-5.07932,25.1596,59.2295,0.000194311
-23.6541,-9.72275,40.1153,6.81877e-05
13.8581,-21.2469,93.792,0.0003407
6.91434,-24.3051,-0.072565,0.000280142
-20.2422,15.9992,7.10193,-0.000744104
-5.13491,-25.4359,46.384,-7.08103e-05
-24.7977,-4.85324,19.3673,-3.25441e-05
25.3186,-4.94653,22.4222,0.000130892
19.9952,15.5094,99.3774,0.000714302
-12.3703,22.0331,23.3586,9.53674e-06
-1.18489,-25.6261,94.4411,0.000135899
-8.55037,23.8177,100.751,0.00286996
4.12542,-25.1875,48.4423,0.000119686
6.57145,-24.3728,106.953,0.000663161
9.36621,23.1917,0.0561895,0.000252485
-3.00093,25.6865,55.115,-5.24521e-05
24.2657,-3.20198,106.96,-0.0012989
-6.15268,26.0092,22.6526,0.000234723
-5.09563,25.6518,28.441,0.000509262
-22.4563,-11.5645,-4.12387,0.000953317
-24.9551,-9.12852,60.9146,-0.000397205
-25.6061,4.96256,82.9579,0.000121355
17.5825,19.4207,18.9895,-0.000872612
24.9258,-9.09335,14.6401,0.000538111
-3.12796,-25.7293,74.5623,9.08375e-05
11.5358,-22.8429,80.2664,6.07967e-05
14.5246,19.7632,74.4033,0.000139952
-25.4209,-0.960907,57.2082,6.74725e-05
1.92581,26.0518,14.0494,0.000561476
5.94255,-24.9771,95.812,0.000140309
23.955,8.6474,76.7556,0.0019604
-24.5703,2.04008,41.3187,0.000105143
-22.9749,-8.3893,5.1753,0.000174284
10.5444,22.9386,34.8313,-0.000210762
-14.354,-21.526,70.7808,-0.000135422
-3.04678,25.0471,3.59876,0.000473976
16.3165,19.1083,2.72955,0.000375509
-4.03669,25.0227,-7.25464,-0.00203586
16.9578,20.2393,57.0113,0.000428081
-15.0531,-20.3347,101.557,0.000973344
24.7893,-8.95448,1.67963,-0.00114083
21.387,13.1007,38.5142,0.000740409
-17.4611,-17.7292,5.52165,0.000139356
-12.2905,-22.0568,39.8816,-1.64509e-05
18.7236,16.9787,102.407,-0.00132847
-25.0126,-3.7676,101.602,0.00131762
14.1172,-21.2388,84.5654,8.34465e-06
-23.4553,-0.816957,107.296,-0.000319362
14.083,-21.1656,73.7953,0.000291824
23.8919,-6.62899,63.2988,-0.000145555
24.6419,7.95043,63.0734,-0.000424027
-23.3921,-9.74209,-6.99773,-0.000426173
7.19588,-25.6023,75.937,-9.5129e-05
-25.5861,1.06423,60.7939,-0.000229359
22.0148,13.5498,34.0785,0.000419974
4.92192,24.4294,25.7836,-0.000175476
1.03711,25.1339,85.2836,0.000304461
-23.1226,-9.52923,71.7466,0.000204444
4.81914,24.8594,-1.37102,0.000466347
25.1414,1.03489,29.2109,0.000905752
-15.6897,-19.9327,69.1766,4.95911e-05
-9.53644,23.1926,35.5718,0.000180244
-1.01069,-25.7274,67.1965,-7.31945e-05
-6.07949,25.5386,42.8097,-4.76837e-06
3.12583,24.0488,96.2696,-2.34842e-05
12.2245,21.9977,6.30458,0.000217915
1.91998,25.2662,-5.73664,-0.000381112
20.2039,14.8135,77.4202,-0.000374317
-13.918,-21.1059,-0.670127,0.00162387
24.8615,4.0563,73.0912,0.000303984
25.3391,-0.243433,102.879,0.000951171
7.96211,24.3318,27.198,0.000600576
24.3233,3.18811,7.68303,-0.00016737
22.9634,11.739,9.83388,0.00178373
-10.0391,24.0255,5.60031,4.76837e-06
-21.6847,14.6355,81.0238,0.000149965
-17.6608,19.1797,46.3951,-0.00012064
-21.7382,14.5064,8.45267,-0.00369668
22.867,-10.6865,98.8734,-0.00147879
13.7974,20.5916,26.1939,0.000137806
-12.4042,-22.205,35.5692,-0.000189304
24.6245,-2.94634,29.0575,-9.77516e-05
25.6443,5.93531,86.0727,0.000142336
0.00610726,-25.114,49.9353,0.000381708
2.21106,25.1829,105.977,-0.000745773
2.10011,-26.2812,21.1409,-0.000211358
-20.7881,-12.8611,57.1237,0.000522614
23.8923,-8.6041,45.5121,0.000231266
25.0749,2.96467,82.3764,0.000320911
-5.35134,-25.5861,94.4855,-7.41482e-05
21.4424,13.0922,51.4743,-0.000213504
25.216,4.89846,88.8701,4.88758e-05
-25.7445,-1.93467,71.6798,3.45707e-06
-14.6799,-20.0943,92.9448,0.000105619
23.6604,9.69328,45.6699,0.000344396
13.0584,-21.6474,100.117,0.00129628
0.93385,24.4248,12.842,-0.000195265
-25.8769,5.94269,8.30826,0.000951409
20.2523,-14.9087,17.0428,0.000355363
-12.1202,-21.7148,31.2316,0.000123501
-1.05699,-25.7975,40.5996,0.000339985
1.9411,-24.7699,90.2481,4.55379e-05
-22.0422,13.5958,34.1526,-0.00131559
24.765,-5.81068,32.4421,-0.000359178
12.5008,-22.0204,-3.53651,0.000179291
4.23301,-25.2249,9.68855,-9.03606e-05
13.6065,21.9596,74.5291,6.74725e-05
8.67542,-23.8675,55.033,0.000239849
-14.0923,20.9577,21.9878,0.000346422
-24.595,-6.87301,65.4166,8.13007e-05
4.91654,24.796,-7.88864,-0.00211442
-21.9473,-12.4702,-1.99163,-0.00204098
-1.01848,25.8767,73.7403,-7.20024e-05
15.7393,19.9422,52.1655,0.000342131
-24.7721,-4.85611,71.1031,0.000313759
9.88354,-23.6261,12.5322,9.47714e-05
-23.3028,11.8614,60.0231,-0.000226855
7.03499,-25.0879,46.2784,-0.000210285
7.15377,-25.4592,42.0889,-1.19209e-06
-0.991278,25.1049,68.6955,1.95503e-05
25.4305,-2.94915,39.1622,-9.67979e-05
12.2618,21.9363,77.3282,0.000173569
10.3321,-23.0205,93.028,-3.52859e-05
-10.2314,-22.6977,3.47933,-0.000217676
-15.5595,-19.75,52.0989,0.000520706
-22.5405,-12.4262,94.2976,0.000158072
24.4098,6.66382,99.4657,8.36849e-05
24.4069,7.80875,64.556,-0.000298738
1.05322,-25.5128,16.2373,0.000151634
-24.1824,2.22284,90.1798,1.96695e-05
23.3237,-8.5057,24.5759,3.91006e-05
-25.0286,2.92553,31.1602,0.000251055
20.1537,-15.8944,7.23022,-0.000245333
-8.57616,-24.0576,8.36042,0.000108004
24.1697,-7.78396,57.0283,0.000205994
19.7785,-15.7749,100.568,3.74317e-05
-15.5809,-19.6643,62.1171,7.39098e-06
25.0828,-3.11192,99.7133,-0.00114179
0.971842,25.5911,21.0198,3.38554e-05
12.5401,21.9957,103.177,-0.000757217
-5.04725,24.327,6.39236,0.00014019
1.1164,-25.6779,2.76423,0.000437498
-25.1581,7.20779,95.8884,0.00104785
-3.09975,25.8657,9.2077,0.000189304
15.8404,20.128,58.5632,0.000235319
-8.714,-23.9719,34.8843,3.50475e-05
-23.8178,8.63562,18.2938,3.12328e-05
18.1557,-16.8784,43.5522,5.37634e-05
-8.11847,-23.9368,106.237,-0.000656843
-21.9904,13.3811,1.45596,9.2268e-05
-17.2088,19.0657,98.828,0.00607848
-14.1943,20.9715,2.85415,-0.00010705
1.04484,-25.1756,39.1768,-0.000138044
-22.9344,4.7227,107.293,-0.000288486
-23.7012,-10.9074,67.4305,6.74725e-05
-6.90225,24.6143,62.9663,0.000205755
-19.8674,17.0858,48.6261,-0.000217915
24.5463,-6.72813,19.5823,-4.17233e-05
12.1799,21.7157,84.5005,9.25064e-05
-18.6997,17.4438,43.5883,0.000373602
-9.71587,23.3506,65.8274,0.0003438
15.4225,-19.6643,75.3073,0.000175953
10.7229,23.3433,9.77114,-2.74181e-05
-6.26754,-25.7605,81.7819,0.000358105
-3.69048,24.9963,105.924,0.000750184
23.2253,-8.33202,5.67465,-0.000108957
15.7603,19.9886,49.8998,-6.00815e-05
24.9323,8.08934,7.07895,-0.00295854
20.7426,16.4327,67.9849,0.000121832
24.4139,-5.07675,94.9937,0.000292301
-23.5405,-8.56316,83.2115,0.000101328
8.61425,-23.8619,80.1791,0.000177145
21.3665,-12.0405,37.6561,-2.24113e-05
8.85406,23.8231,45.0759,0.000253916
24.8231,3.066,15.5737,-0.000344992
7.8953,24.3304,7.20617,0.000277877
16.8832,-18.281,5.15637,0.000112176
-2.888,24.8779,82.2269,0.000410795
-22.7963,12.9806,93.7875,-0.00119781
-5.95086,24.8444,84.3205,0.000398993
-13.6368,20.4308,52.9471,0.000110626
25.2212,5.04743,17.0181,3.71933e-05
19.7606,15.7283,64.3573,-0.000329018
3.04647,24.9583,91.5571,0.00076437
25.9149,6.0257,54.4021,-0.000116348
-10.7292,23.2103,26.2111,2.88486e-05
21.6132,12.9766,97.1724,0.000157237
-25.772,-5.9929,47.2409,-4.02927e-05
-3.94601,-25.0744,2.70677,-0.000761151
-22.861,12.924,86.6413,0.000601053
7.1823,25.4493,21.4603,0.000453711
-24.6759,7.94323,62.8951,-0.000454068
-15.7187,-19.8798,82.1307,0.000287056
20.1102,17.287,41.2095,-0.00041604
3.17956,-25.6307,9.76287,-0.000326157
-7.2348,-24.7346,97.3504,-6.31809e-05
12.0647,-21.7158,78.15,2.00272e-05
-11.5811,22.8289,93.0359,-0.000231624
-23.338,-10.5929,88.3489,0.000175953
0.010268,-25.1118,68.7064,0.000144482
4.10665,-25.0049,-3.05848,-0.000218987
23.9505,-7.72503,38.2721,0.000512362
-3.1212,-25.3414,81.6536,8.96454e-05
14.6607,18.3496,107.287,-0.00318825
6.12801,-25.2967,71.4975,0.000287652
-24.327,-7.0171,-3.33793,5.87702e-05
-6.83655,-24.3803,-8.0753,0.000568509
24.9382,3.88914,94.4566,4.01735e-05
-13.2511,21.5228,65.8415,7.21216e-05
15.774,20.0456,36.9203,0.000370026
-22.6366,-9.18647,107.01,0.00192356
-7.56308,24.1514,104.467,0.000793099
-22.4784,-10.1741,98.3704,0.00361323
-21.082,-15.5013,20.9518,0.000269651
-24.9047,-2.95803,73.0762,1.62125e-05
